"value","income","age","rooms","bedrooms","pop","hh"
161100,3.1467,5,3159,685,1398,581
182800,4.4655,7,2810,464,1564,457
199800,3.7109,11,5546,974,2300,970
159500,2.3171,7,10665,2576,4917,2424
190500,3.4455,10,3208,636,1395,582
264000,4.9005,7,6126,1032,2662,923
80000,2.082,17,3164,652,1123,699
2e+05,3.875,46,52,13,59,13
275000,0.813,12,961,342,315,201
132400,2.2875,17,2641,627,1167,647
199600,4.3513,12,9302,1603,4074,1504
186600,3.6389,45,1032,235,363,177
347300,8.6803,16,2402,336,1080,365
444100,8.5957,8,2756,343,1045,340
353000,4.4375,5,12045,2162,5640,1997
249100,4.9844,23,3400,501,1383,488
177000,3.8292,21,2876,539,1387,499
178300,4.7566,23,3792,624,1988,658
122500,2.5284,11,567,184,620,163
115100,2.5331,31,1356,324,1301,331
127700,2.2,28,2094,585,1556,563
171600,3.1429,32,1713,321,891,286
145500,1.8363,37,1060,268,823,229
139900,3.0915,31,2055,473,1326,427
116700,2.2146,31,1832,444,1669,463
114300,1.875,33,674,208,565,188
187700,3.1458,21,4578,927,2818,900
146300,2.7216,32,2474,499,1224,461
127000,2.4122,12,2453,599,1251,529
142300,3.0054,17,5565,1237,3004,1139
262500,4.0484,11,7483,1276,3516,1261
172800,4.7022,15,7000,1185,3555,1118
287500,6.7957,10,5149,851,2177,783
169900,4.2813,17,2385,372,1118,369
223500,5.4786,18,4393,642,2095,677
167500,5.2323,22,2427,390,1099,362
320200,6.1868,13,5516,746,2119,662
248300,5.4663,25,3142,446,1286,419
335600,6.1834,16,4677,581,1902,566
239900,4.8836,16,3490,545,1628,535
210900,5.0278,14,2816,501,1448,452
222600,4.5,18,2087,353,992,329
225900,4.0408,15,2755,519,1474,460
239100,5.5842,13,1406,260,737,279
221000,5.5102,7,12480,1946,5102,1697
199200,5.4155,5,5673,855,2592,797
166700,2.8827,11,7217,1583,4197,1502
171500,5.2596,16,3204,541,1818,529
167200,3.475,11,3213,634,1975,579
164500,3.6348,17,9044,1689,5030,1596
170200,4.6518,17,401,68,251,69
209800,5.6674,11,1227,202,645,198
158200,2.4744,17,4190,946,1802,673
156300,2.1797,26,1820,374,1001,324
172900,2.7813,23,1731,365,612,258
134400,3.0089,36,992,224,334,126
148200,4.125,15,1985,361,536,209
198100,3.875,11,2522,538,616,269
221900,1.5909,24,1378,272,532,188
193800,5.359,16,349,74,120,43
189900,4.57,18,4454,852,1754,656
176400,3.3214,24,2746,514,731,295
1e+05,3.3625,19,1791,367,327,185
83700,1.9875,17,934,284,452,184
58800,2.5179,18,382,128,194,69
98700,2.5795,12,4890,1152,1289,570
116500,2.919,19,4085,876,2133,718
127100,2.1949,22,2680,643,1644,516
110700,1.7137,16,2595,606,1046,367
61800,1.4648,28,1608,409,567,254
217400,4.2321,17,4863,845,2266,769
231800,3.5769,12,4281,786,1891,721
187200,3.1196,16,3311,702,1627,624
222900,2.875,16,3688,817,1969,767
308600,6.6361,17,3348,481,1222,443
274600,6.1481,11,3874,565,1672,546
169100,4.0159,18,4115,847,2032,745
240600,6.2152,13,843,157,918,152
248900,5.5164,15,2053,321,993,309
300300,6.4745,8,4630,624,2048,575
259900,5.7652,13,3268,491,1431,503
293100,6.2578,9,2652,393,1355,362
214500,4.7367,14,4085,751,2129,688
206100,3.5227,19,2652,520,1421,491
500001,3.6728,25,1178,545,592,441
500001,1.8981,31,3991,1311,2305,1201
500001,4.3472,52,1314,317,473,250
500001,8.0755,52,2852,581,838,510
500001,4.9211,52,4985,1355,1848,1255
500001,3.2356,50,2494,731,958,712
500001,4.4712,52,741,170,277,165
500001,3.1477,52,2583,672,1335,613
350000,4.1607,52,2618,611,1328,559
500001,5.4378,52,3278,775,1279,709
500001,2.5875,52,812,252,629,247
433300,3.6065,52,4088,946,1906,863
500001,6.3245,52,1288,309,437,272
500001,4.775,52,1860,575,679,448
412500,4.2015,52,2094,568,920,503
250000,7.7852,12,1349,349,536,334
375000,2.8229,52,2450,741,1415,664
3e+05,1.9063,52,1642,570,1432,513
168800,2.75,52,1394,395,1700,400
4e+05,3.3839,52,1724,416,1016,395
243800,1.8295,52,1866,748,2957,710
450000,0.8836,30,1821,738,1648,684
500001,5.866,52,3697,837,1446,711
350000,3.5746,52,2892,751,1785,733
380000,2.9871,52,3598,1011,2062,966
500001,4.3472,52,2797,685,1156,651
450000,4.2458,52,3823,1040,1830,977
458300,2.0987,52,3321,1115,1576,1034
420000,3.3643,52,1777,486,932,427
287500,2.5603,52,3067,870,2122,850
225000,2.565,52,3457,1021,2286,994
4e+05,2.1343,52,3364,1100,2112,1045
275000,2.5013,52,3511,1232,2452,1131
500001,3.0296,52,2909,851,1711,830
500001,3.3681,52,3302,869,1178,727
350000,3.5066,52,2161,544,904,431
225000,1.9145,52,1999,642,1846,620
55000,1.3668,52,2302,938,1515,861
500001,0.9,52,3260,1535,3260,1457
500001,4.5581,25,4561,1474,1525,1169
450000,1.4552,52,1185,660,1007,623
237500,1.5156,52,1436,738,1688,662
500001,3.2059,52,3610,1286,1504,1047
275000,2.5166,52,6016,2509,3436,2119
225000,1.8068,52,2737,1241,1761,1029
225000,1.724,52,5783,2747,4518,2538
500001,2.3304,26,812,507,628,445
500001,0.8543,27,1728,884,1211,752
500001,3.7679,39,3275,837,1137,725
500001,3.4801,52,3830,1142,1310,963
500001,4.2857,52,1724,412,540,319
500001,4.6781,52,4309,942,1297,798
500001,3.9028,52,1375,322,287,184
500001,5.0376,52,2869,594,500,335
500001,4.5523,52,3257,735,1045,620
500001,3.2447,52,1580,470,714,448
5e+05,2.7717,52,1006,291,445,257
500001,4.625,52,3149,719,1145,658
500001,7.9761,52,3161,472,842,410
500001,5.2539,52,2865,593,1029,577
500001,3.9856,52,1603,487,727,464
466700,4.1047,52,3172,848,1259,806
4e+05,4.199,52,2788,813,1302,764
5e+05,3.3715,52,2994,821,1240,779
475000,3.6893,52,1976,726,1045,669
5e+05,3.2235,52,1006,251,349,233
500001,4.0417,52,1380,322,553,288
500001,4.038,52,2657,772,1014,685
5e+05,5.0365,52,2696,572,925,552
500001,5.7934,52,2520,649,959,607
500001,4.5399,52,2802,622,954,572
500001,4.5913,52,4079,1112,1466,1024
500001,4.0156,48,4506,1342,1980,1239
500001,3.8068,52,3565,892,1377,852
500001,7.2623,52,3486,847,1248,813
500001,5.8543,52,6186,1566,2065,1374
500001,5.3124,52,1979,359,648,370
500001,10.8783,52,1335,151,402,157
500001,8.0755,52,2045,353,722,327
500001,15.0001,52,1447,186,483,181
500001,10.0914,52,2196,280,668,291
500001,5.5634,52,3069,579,1107,536
425000,1.4804,52,1734,482,731,429
500001,10.7097,52,1457,215,495,208
500001,14.2959,52,899,96,304,110
500001,5.2909,52,2106,373,743,348
500001,3.975,52,1817,535,800,487
500001,4.4375,52,3640,840,1525,796
500001,6.4209,52,3785,808,1371,799
500001,4.3986,52,3522,938,1319,887
500001,4.2042,52,3219,969,1152,830
87500,2.6607,52,2511,895,1202,804
117500,3.4423,6,670,301,655,284
500001,2.7165,50,3312,1095,1475,997
500001,3.4375,52,3020,842,1294,769
460000,5.0049,25,1637,394,649,379
500001,4.4464,52,1903,461,831,433
468800,4.0882,52,2083,491,1224,483
5e+05,3.6812,52,1726,384,614,356
372200,2.8569,52,2695,657,1243,573
333300,3.1576,45,2747,699,1320,693
500001,3.7188,46,2009,464,761,453
500001,5.0156,52,3975,716,1515,691
450000,2.6782,24,2459,1001,1362,957
220000,1.3062,10,2380,843,1245,789
237500,1.4866,39,1181,310,901,281
494400,3.7159,52,1345,291,560,294
355300,4,52,2686,606,1392,578
4e+05,5.2806,47,1682,379,837,375
492300,3.6875,37,1235,314,481,297
280000,2.8654,52,3510,791,1703,657
412500,3.875,44,1545,334,561,326
322700,4.1319,43,1452,397,897,393
428300,3.2011,48,1013,194,464,205
418400,3.6667,52,2033,438,2198,418
146900,2.151,16,883,236,601,219
350000,2.9792,49,2246,587,1277,546
471400,3.3882,52,3017,851,1588,800
341700,2.943,52,2747,736,1309,653
346200,2.4196,52,1118,279,514,284
293800,3.1607,31,1364,386,707,379
287500,2.6392,26,3587,1034,1821,936
275000,3.6437,2,1205,468,577,363
187500,3.1462,19,4065,1645,2079,1470
72500,1.8438,17,1257,339,1093,384
115000,1.077,17,2728,908,1670,893
112500,0.9355,24,2037,696,1371,585
275000,2.4414,52,989,425,634,341
187500,2.1516,52,1254,469,895,456
177500,1.3844,29,1310,364,1009,379
316700,2.105,52,1952,628,1284,576
442900,2.8202,52,4014,1069,2070,927
425000,2.9567,52,3944,1072,1913,973
475000,2.5721,52,2911,753,1696,676
364300,2.0161,52,2705,647,1355,628
350000,3.3679,52,2339,548,1090,507
500001,3.3068,52,3188,708,1526,664
500001,3.0906,52,1722,465,885,437
500001,3.6186,52,3475,807,1518,777
5e+05,4.1417,52,2296,509,1039,472
5e+05,3.0409,52,2191,627,1100,585
492900,3.35,52,2645,626,1275,553
335700,3.3702,52,3563,832,1712,787
4e+05,4.445,52,1760,366,742,318
488900,3.2239,52,2002,520,939,501
438900,3.0766,52,2994,736,1428,700
250000,2.5186,52,1086,349,589,361
450000,2.879,52,1925,568,867,515
366700,2.6914,52,1567,482,654,425
412500,2.3977,52,2514,729,1428,597
337500,2.3887,52,2416,620,1188,591
222700,3.2981,52,1862,472,872,471
354500,2.7587,52,4397,1116,1939,1053
418800,3.6894,52,2685,629,1170,614
476900,5.1788,52,2537,559,849,530
4e+05,4.4085,52,5604,1268,2023,1196
455900,6.8939,38,2202,452,833,435
500001,4.4875,52,3225,667,1494,619
500001,4.3667,52,3505,745,1374,714
500001,4.6912,50,2518,507,979,516
450000,4.6477,52,1457,292,621,315
500001,3.575,52,3095,682,1269,639
500001,4.5052,52,3939,852,1737,797
55000,1.1185,52,1928,836,2124,739
375000,1.4554,52,1534,763,1520,614
350000,3.8625,52,254,72,153,29
275000,3.2292,52,361,76,168,55
193800,2.6083,52,1963,565,1628,524
350000,2.5742,32,352,132,313,105
250000,3.4671,52,849,276,582,222
32500,1.8519,52,1014,422,1055,382
275000,4.7105,3,3464,1179,1441,919
187500,3.6037,5,1405,515,725,392
350000,4.6563,52,94,24,113,27
250000,2.7909,26,5416,1045,4531,962
112500,1.6125,52,464,202,286,148
225000,4.3958,52,144,63,1061,68
162500,2.0548,52,759,323,421,255
312500,1.375,52,1176,493,1136,436
225000,1.3365,37,1291,588,1846,557
350000,2.7794,52,2185,656,1266,626
325000,2.5755,52,4226,1315,2619,1242
250000,2.5403,52,3587,1030,2259,979
275000,3.6031,52,2714,779,1438,733
250000,3.8261,52,1582,353,868,329
350000,2.8458,52,2250,566,1051,562
361600,4.2222,52,2959,683,1145,666
386100,4.6053,30,5089,1210,1935,1139
316200,4.3232,28,4930,1381,2232,1321
423100,4.05,35,1581,422,580,388
376600,5.2519,50,2589,569,945,544
500001,5.6235,51,2564,457,810,442
370000,3.3702,52,1968,472,784,430
370000,3.9079,52,2110,454,816,438
405400,5.0731,52,2509,496,855,478
427300,3.5655,52,3771,1017,1575,921
500001,4.75,52,2242,459,751,464
455400,4.2569,52,2356,501,909,481
386400,3.3565,52,3708,849,1531,822
270000,3.3937,52,4407,1192,2280,1076
391200,3.5052,52,4001,1084,2129,1037
490000,2.6803,52,2088,487,1082,488
225000,2.0329,52,1190,400,1270,332
266700,2.5701,52,2038,629,2007,596
265000,1.65,52,1494,610,1630,590
212500,1.3824,46,2150,817,2075,807
250000,2.1289,52,1855,611,1715,614
262500,3.3816,52,1207,302,1008,269
275000,2.1971,52,801,272,639,259
250000,2.2328,52,1609,510,1155,439
3e+05,2.7173,52,1974,525,935,465
4e+05,3.5536,52,2112,528,1227,513
4e+05,2.9052,52,2708,762,1460,741
275000,3,52,1564,396,1162,374
396800,3.575,52,2700,595,1181,575
355600,4.0625,52,1970,495,871,474
387900,4.0568,52,2459,507,1012,475
437500,4.4318,52,2332,434,861,406
355600,4.7946,52,2285,509,839,456
375000,4,52,3114,637,1144,591
368900,4.2708,52,2082,425,801,411
383700,3.7545,52,2721,581,1043,519
338800,4.2667,46,1519,291,573,289
380400,5.0505,52,1573,334,725,338
347500,3.5114,52,1615,393,633,378
362200,4.875,52,3521,767,1415,687
347700,3.95,52,2960,623,1191,589
306000,3.2632,52,2164,533,1122,469
325700,4.6547,52,2713,624,1370,594
328100,3.0833,52,1786,427,856,394
324300,5.0196,52,2229,498,1079,472
325900,3.775,52,2155,468,962,490
356100,5.0519,40,4850,977,1824,952
409700,4.5469,21,5457,1247,2304,1180
391900,4.2672,23,6291,1269,2818,1198
294900,4.8382,52,2074,366,909,394
350000,4.5375,23,184,44,118,40
331000,4.7437,52,3328,653,1260,614
333100,3.8846,52,2637,539,1159,497
300900,5.3292,52,1514,314,724,301
298900,5.0602,52,1142,224,494,206
310800,5.0782,52,1029,205,461,212
450000,1.4886,52,248,68,124,51
208300,4.0042,52,624,170,410,148
162500,3.675,52,157,28,88,27
290900,3.9722,52,1877,427,712,398
321600,4.5057,52,2316,468,1047,476
253700,3.7051,52,3390,691,1645,596
243300,2.8679,44,6848,1584,3269,1383
298300,4.119,52,4265,912,1555,836
320000,4.4375,52,1495,311,506,275
277300,4.4074,52,1185,246,480,253
262500,1.9944,52,1427,281,620,236
239100,2.9312,52,1529,385,1347,348
260300,2.8135,52,3452,784,2987,753
233300,3.4028,52,2064,496,1726,466
225000,3.0865,52,492,139,316,168
325000,2.6667,52,351,81,308,75
3e+05,3.0774,52,2479,515,1816,496
265000,3.2964,52,2605,678,2071,611
214600,2.0577,52,1182,307,1029,306
229000,2.4531,52,1057,276,837,292
253900,3.4063,52,1919,404,1483,421
230000,4.2891,52,1892,415,1442,371
255300,2.5809,52,1678,386,1220,357
178100,2.0325,52,2164,606,2034,513
236100,2.3903,52,2452,623,1932,549
206300,2.6538,9,1282,334,1176,305
201000,2.5694,42,4110,846,2147,674
217300,4.3393,43,4864,972,3134,959
225400,3.4472,45,3490,712,2337,781
211800,2.59,45,2462,509,1587,450
140400,1.4282,18,4037,990,2722,834
203400,1.4133,15,6804,1664,4737,1581
185300,2.1767,45,1462,308,924,302
187500,2.625,20,120,27,55,19
193800,2.2167,40,543,101,259,89
193800,2.1667,38,1388,276,871,265
195100,2.2222,46,1517,299,879,309
192000,2.9063,52,1931,329,1025,293
189000,2.8603,52,1070,224,567,207
199300,2.6364,48,1489,326,1115,356
206300,1.1125,28,1609,340,1064,290
192300,3.6607,45,2893,570,1923,535
181300,2.1484,52,135,34,93,26
275900,3.7813,52,3065,622,1405,606
270800,4.1417,38,1754,382,928,354
255200,4.7031,34,1403,262,839,255
254700,3.4073,52,2524,559,1430,476
284900,3.5912,52,2515,576,1209,540
335000,3.6687,48,409,86,148,70
249000,1.9464,52,831,175,415,159
250800,5.5563,52,1842,339,1032,357
271300,4.2212,52,2019,418,999,448
279900,4.0391,52,1916,432,889,424
281300,3.8864,52,1674,346,734,335
263900,2.9911,52,1271,353,1076,324
275000,3.3555,52,2163,607,1447,546
240900,4.1552,43,1663,330,935,335
229600,3.2813,47,1728,398,1178,315
230000,3.6429,52,2058,399,1208,399
246400,2.888,50,3426,769,2261,671
240900,3.4583,52,1651,351,973,366
258600,2.3087,52,2084,550,1438,516
243000,4.3125,52,1540,370,1136,363
292300,3.3333,52,3230,654,1765,611
263200,4.6786,52,1583,347,935,341
264000,4,49,1435,322,1008,329
275500,3.6694,52,1386,276,729,274
259800,3.6719,48,1289,280,782,235
267200,4.3125,52,1775,347,1102,367
270000,4.3898,52,2381,492,1485,447
261900,5.0224,52,866,205,587,171
229400,4.0132,46,1819,411,1534,406
279300,4.625,35,1871,342,1055,310
254500,4.5769,35,1791,322,988,304
240900,4.1071,52,1985,401,1337,424
230200,3.4231,42,2604,573,1703,507
238700,3.4769,50,1947,411,1170,384
233000,2.3625,42,1413,406,1027,362
271300,3.7835,52,1931,358,1092,356
272500,4.0642,41,2115,378,1168,365
250300,4.0781,48,1474,308,998,330
219400,4.2672,47,1465,306,1119,315
239300,2.1187,37,971,248,647,208
276200,3.8643,33,2789,567,1682,552
242900,4.8214,35,2104,434,1225,410
236200,4.0583,32,1650,316,904,295
244700,4.0071,37,2638,546,1789,521
252600,3.6667,50,2912,562,1989,537
254000,3.6885,49,3427,696,2363,661
250500,3.7105,52,2206,478,1583,456
252000,3.8274,52,2890,571,1769,541
242000,3.0107,52,3351,719,2101,706
251800,3.8934,52,3602,738,2270,647
222600,3.1786,52,1494,306,1463,360
265000,3.4605,49,1557,405,1173,385
268500,3.9565,48,2675,585,1773,540
261800,4.3036,52,1729,319,890,300
260000,3.7143,52,1380,272,847,284
270600,4.3846,46,2559,506,1562,498
261600,3.8583,52,1658,322,1086,326
243600,3.9167,41,1578,351,1159,299
246200,4.0547,52,1580,337,1425,330
231600,4,47,1527,283,1102,282
266900,4.5,35,2878,564,1633,528
266500,4.0234,52,1508,278,1138,304
255600,3.1908,52,1410,286,879,282
247700,3.8958,52,1507,282,929,281
251500,3.9567,52,2711,591,1848,524
248900,5.3913,46,1230,247,895,257
264100,5.0201,31,2370,441,1524,470
251000,3.5536,34,3131,669,2204,600
219100,3.0313,40,1948,413,1434,396
238000,3.0469,40,1883,397,1411,438
226300,3.4773,47,2289,481,1697,465
181900,1.2269,28,5015,1240,3900,1029
213900,4.9926,40,2054,433,1738,429
217800,3.495,49,1852,429,1615,447
218300,3.8625,41,1975,440,1528,424
241900,4.2727,47,1167,250,953,253
278600,3.5435,52,2602,714,1330,647
414300,3.4531,52,2236,545,1186,532
435700,3.75,52,1824,388,799,363
390000,3.93,52,1817,449,948,380
5e+05,3.5744,31,5283,1330,2659,1269
367700,6.1636,28,1072,165,363,168
374200,4.5352,26,2192,438,954,456
406500,2.9899,52,2941,783,1545,726
359600,2.5933,52,2680,740,1587,713
345700,3.2679,49,2842,670,1396,648
306700,4.0793,52,2465,489,1170,498
329600,2.8711,48,2064,484,1055,467
330000,3.2083,40,3525,941,1675,857
350000,3.3239,52,4001,809,1886,756
338000,3.6346,39,3200,689,1391,618
361000,4.4312,45,2399,426,911,423
357000,4.0089,51,2413,431,1095,437
366300,5.482,49,2747,472,1281,448
420300,5.1893,34,2807,487,1152,445
358600,4.4946,48,2464,459,1179,458
500001,5.8151,52,1590,236,622,232
500001,10.7569,52,1207,152,465,162
500001,9.3603,51,2713,396,1090,401
381700,6.1592,46,3238,544,1293,470
337400,4.6071,52,1598,285,689,265
333600,4.0846,52,1538,305,819,319
349000,6.0274,36,2303,381,862,371
322600,4.95,36,1997,356,772,348
313400,3.0804,35,1363,302,1786,301
394000,6.5372,52,1849,287,695,258
349500,4.375,52,1596,276,642,273
431000,6.2561,51,1905,291,707,284
335100,5.0887,46,6429,1093,2535,1109
313600,5.5622,43,3700,684,1488,623
346800,6.203,38,5688,930,2263,908
416900,5.3961,52,2180,326,856,326
500001,10.959,52,2053,281,791,287
500001,8.1189,52,2055,265,735,252
363600,5.6787,52,3797,668,1633,658
365600,4.9537,52,3688,640,1605,567
500001,7.8476,52,2673,349,876,338
426800,8.0069,52,3547,506,1276,491
405200,6.7228,52,2951,406,1115,397
484600,5.9245,52,2134,277,936,285
500001,10.7309,52,2151,280,762,274
500001,10.6605,50,1653,252,641,224
399000,5.9114,46,1836,319,767,302
394100,6.8322,52,2401,346,812,328
335100,5.1238,52,2510,438,1153,407
344200,5.2088,52,2857,469,1431,496
275500,4.7813,39,1912,418,970,406
261400,3.8304,52,2838,567,1411,526
266200,3.2448,52,1350,241,752,246
264200,5.0634,52,2035,424,1193,430
269200,4.1932,46,3581,758,1670,703
231900,4.2167,52,982,197,653,171
219300,4.7143,46,1406,235,771,239
221200,4.475,47,1773,345,1083,315
225000,3.6581,51,2690,554,1795,539
238600,3.3208,47,1723,389,1216,399
228600,4.0859,49,1207,255,658,220
221500,3.2875,48,1690,339,962,317
244100,4.0855,45,2399,419,1225,399
232000,2.9688,39,2254,415,1388,404
237900,4.1939,44,2547,511,1577,516
239400,3.5156,42,1961,427,1211,409
239300,2.5333,43,968,199,434,162
246700,3,46,1453,306,817,310
259700,4.5913,49,1690,307,770,294
228900,2.9119,45,964,173,613,201
221600,4.2562,45,2253,431,1382,392
219500,4.1406,52,1642,351,1138,340
225000,2.875,49,1711,348,1138,325
211800,3.0703,37,1833,388,1093,363
348600,3.9758,48,2660,616,1491,602
332100,3.275,48,2304,558,1273,512
323800,3.9097,52,2684,574,1395,549
322100,4.0977,50,2236,484,1171,467
331300,4.1397,52,1845,336,1015,337
336100,4.4094,52,3260,653,1594,632
339800,5.8096,52,1382,230,708,279
329600,3.5302,52,2564,502,1092,459
331200,3.5909,52,2245,425,1091,409
332700,4.0391,52,1792,305,782,287
339800,3.5278,48,1351,270,650,265
353600,4.3977,49,1724,295,795,297
323100,4.3281,49,1637,304,729,281
318400,4.4,51,2095,410,1126,429
317600,4.3393,52,2515,494,1583,477
311800,3.6859,52,2453,508,1056,453
329200,4.4375,49,2203,407,1052,405
314700,3.7734,48,2555,548,1285,482
331000,4.7703,52,2074,401,1136,409
320200,3.7361,48,2181,419,1041,379
308500,3.7054,47,2140,425,1105,401
297800,4.8036,45,2341,461,1092,438
319100,3.9205,43,2044,393,979,378
321200,3.7562,48,2387,424,1041,408
323800,4.8516,52,2226,385,1177,416
321300,3.4583,52,2189,433,1147,420
323100,4.0208,52,2285,435,1211,442
314300,4.131,52,2166,423,1072,370
335000,3.9236,52,2841,517,1372,517
438500,6.2642,48,1190,182,497,199
340800,3.8333,48,1186,213,487,207
317700,4.3909,52,2442,449,1188,436
315200,4.5744,52,2302,457,1154,424
500001,5.1681,52,1597,240,566,231
371500,5.2598,47,2382,392,867,376
369400,5.1991,39,1937,336,742,307
433300,3.9219,37,1399,224,530,235
406200,5.6204,36,1821,292,742,298
350000,3.1359,38,3195,828,2410,778
350000,3.2059,47,1176,286,564,258
4e+05,3.5296,43,3850,1018,1497,829
187500,4.1116,45,1405,338,733,342
112500,3.2321,46,2403,638,1281,603
307700,3.7083,52,2018,422,1142,463
316200,3.1406,43,2108,456,1299,447
295600,3.9464,50,1993,410,1009,374
296300,3.8333,48,1408,295,891,269
278800,4.5329,46,1491,285,841,306
291500,4.1419,45,1672,344,838,314
283200,4.0985,43,2373,481,1247,454
268900,2.8448,43,2345,624,1439,614
274200,3.0465,43,2527,619,1332,558
260800,3.2792,40,2320,562,1499,521
284100,4.2644,46,2226,480,1272,468
272300,3.3393,45,1673,377,1078,393
270200,4.3859,45,1620,344,941,328
271800,3.4919,44,1819,365,1137,354
272200,3.96,45,1592,325,920,322
286300,2.9632,44,1739,343,872,330
297800,3.7969,40,2310,445,1266,490
296600,3.7552,45,1771,349,1098,342
3e+05,5.6826,44,1472,275,820,310
275700,3.5,44,2374,496,1087,426
275700,3.875,44,2527,518,1434,444
272400,4.0217,46,2298,457,1429,477
272800,4.0625,44,2792,615,1640,579
273700,3.9583,42,1667,395,1041,387
268100,4.3611,44,2082,470,1154,403
271100,4.1786,42,2006,415,1230,435
500001,4.1029,52,2005,359,847,356
350000,2.9293,52,2165,580,1067,530
350000,3.0265,52,2594,622,1421,593
500001,3.7419,52,2059,416,999,402
500001,3.7887,52,3429,773,1584,696
307100,2.7431,51,1485,386,880,385
416700,3.7292,52,2635,587,1302,577
500001,4.75,52,2844,623,1380,596
500001,2.8125,52,437,105,194,87
483300,3.9688,52,2383,477,990,464
443300,3.5221,52,2388,507,1078,494
396400,4.1339,52,1941,436,955,425
375000,3.129,48,2835,728,1674,684
457800,4.1148,52,4683,1055,2246,975
335300,3.1653,44,3371,794,1738,753
322900,3.2028,32,3028,815,1704,718
352200,3.6148,46,3304,792,1783,777
500001,9.1881,52,1647,236,546,227
500001,6.1407,52,3146,478,1143,455
500001,10.7058,52,2488,281,805,295
376800,3.4236,52,4140,984,2030,892
441700,3.4605,52,2632,542,1364,544
375000,3.2396,52,2051,552,1400,510
360700,2.8553,52,3088,727,1636,662
402900,3.9375,52,3193,688,2099,681
398400,4.1635,52,2241,443,1042,377
421300,4.0652,52,2275,412,1166,424
446900,3.1989,52,2169,522,1220,505
422400,3.1392,52,2951,647,1448,591
414600,4.0208,52,3021,569,1479,514
404700,4.1856,52,2042,378,1153,408
366700,3.8571,52,3143,635,1350,623
337200,3.4883,52,3047,641,1427,620
393800,4.218,52,2666,515,1362,494
348500,3.8899,52,2556,595,1202,568
346400,3.5588,50,2159,437,1111,417
311400,3.5865,52,2910,611,1508,515
329100,3.0877,47,2695,643,1505,644
356300,3.0278,52,3440,722,1663,665
369200,3.7036,52,2342,458,1170,458
359500,4.125,52,2433,454,1070,420
318500,2.6719,52,2050,439,1109,437
328400,3.6429,42,2723,579,1419,519
500001,4.2414,49,2176,441,1040,448
348500,3.5833,50,1922,427,1049,443
324700,3.9954,52,1769,414,1032,380
336700,5.0562,52,2299,441,1252,415
322900,3.5833,52,2739,569,1312,531
332800,3.7167,46,2646,607,1418,563
351100,4.7328,45,2564,499,1056,460
342200,4.0353,47,2496,494,1201,454
322200,2.9201,32,2131,625,1229,572
500001,3.4051,45,6927,1258,4715,1165
500001,15.0001,52,8,1,13,1
318900,3.527,17,2975,968,1453,828
212800,1.2387,42,4219,1125,3549,993
180400,2.7083,10,479,125,355,108
225000,10.2264,52,126,24,37,27
225000,6.1359,26,54,9,23,9
207100,4.2708,47,1088,190,558,166
223700,3.3625,47,1649,328,1183,356
52500,0.9365,28,1942,724,1618,638
52500,1.1094,49,1200,364,1448,318
63300,1.2904,46,1026,330,1109,333
112500,1.2411,52,888,324,630,258
75000,0.8738,52,287,119,154,85
87500,0.7714,16,761,306,438,282
45000,2.2024,9,674,242,575,193
22500,0.7917,52,107,79,167,53
76800,1.7875,24,1212,366,1202,343
77600,2.3393,48,1112,227,583,216
110200,1.2962,52,1610,480,1025,440
103100,1.3438,48,1778,541,1237,462
92300,1.3191,50,1669,558,1340,484
110400,1.125,31,2668,812,1398,721
105100,3.6591,52,1475,238,736,260
97400,1.7788,52,1354,314,679,311
107600,3.226,52,2654,468,1157,494
92600,3.3466,52,1829,301,694,319
66000,1.65,47,2348,507,1455,479
61300,1.425,43,1624,448,1805,440
59000,1.7212,43,557,165,573,144
54600,1.8261,52,1318,308,1368,310
52000,1.7386,38,512,133,676,124
56800,1.4688,44,1406,357,1489,386
52700,1.7039,48,1766,444,1406,421
42500,0.696,52,288,86,272,54
63800,2.0303,40,2827,655,2037,574
43000,1.2625,40,964,230,742,209
45000,1.9531,41,375,108,323,98
60800,1.3417,40,452,109,412,97
67500,2.375,52,24,6,23,5
55000,2.625,36,40,10,64,14
118400,3.6094,52,1938,332,788,320
87200,3.1845,47,1700,344,922,357
88100,2.0398,46,1832,365,975,373
80300,2.5488,42,1619,340,906,339
59400,2.1284,27,1839,442,2010,416
62100,1.7885,36,747,189,338,145
50000,2.7656,5,123,21,50,20
94600,3.765,33,2493,454,1203,436
113700,3.0354,23,2830,659,1554,654
93900,3.1406,33,3656,681,1698,671
247400,3.9922,32,614,95,227,107
189900,5.8995,21,1343,183,462,193
94100,3.066,37,3247,643,1737,665
84600,3.4625,36,3113,576,1746,544
91600,3.5404,38,3166,575,1351,561
87800,3.3235,46,2270,427,1097,453
88800,2.9107,43,2453,490,1093,438
92600,2.5195,20,1727,386,730,342
87400,3.5703,43,1511,292,721,320
90800,2.0043,36,1953,492,999,371
141500,3.0625,47,3386,663,1228,619
113600,4.061,52,2980,537,1128,510
183700,5.1915,42,1824,277,720,309
123100,3.6667,45,2604,454,988,442
65400,2.625,42,625,143,533,159
98800,1.7794,52,2995,555,1392,503
76700,2.5043,49,2501,565,1171,550
98300,4.175,47,2373,461,990,444
105400,2.2981,52,2259,417,766,385
90600,3.4141,41,930,191,463,185
81300,1.5152,30,1271,528,2019,524
87500,2.6673,38,2375,494,1167,471
